endtime,loudness
270.77,0.2034
270.8669,0.8786
270.9713,0.2038
271.0692,0.7631
271.1727,0.2005
271.2742,0.7602
271.5457,0.1664
271.8551,0.8758
271.9626,0.1861
272.0589,0.8962
272.164,0.1924
272.4887,0.7562
272.5823,0.1943
272.6758,0.7551
273.0054,0.1864
273.0955,0.9196
273.1935,0.1721
273.2934,0.7288
273.5879,0.1608
273.8952,0.8529
274.0013,0.1663
274.1015,0.7248
274.4252,0.1847
274.7544,0.7451
274.852,0.1691
275.1422,0.7569
275.2364,0.1859
275.3433,0.7933
276.0699,0.159
276.1664,0.8735
276.2697,0.2059
276.5565,0.9245
276.8367,0.2021
277.1656,0.837
277.2719,0.1878
277.3798,0.8287
278.0943,0.1971
278.397,0.7403
278.4884,0.1714
278.764,0.7808
278.8647,0.2032
278.9549,0.9142
279.0474,0.1732
279.3217,0.95
279.623,0.1596
279.716,0.9487
279.8139,0.1586
279.9111,0.8838
280.019,0.1908
280.2938,0.8331
280.6065,0.1939
280.9037,0.8185
281.0079,0.168
281.3075,0.7572
281.4157,0.1741
281.7292,0.8537
281.8299,0.185
281.937,0.757
282.0417,0.181
282.3225,0.8241
282.6376,0.1708
282.9274,0.7476
283.0176,0.2056
283.1257,0.8447
283.7641,0.1706
283.8721,0.7896
284.1773,0.1681
284.2786,0.7302
284.3769,0.1937
284.6889,0.8861
284.7916,0.1775
284.8899,0.7438
285.1865,0.1781
285.2828,0.9335
285.3854,0.1758
285.6754,0.7615
285.9799,0.1971
286.2562,0.8192
286.915,0.1739
287.0225,0.8316
287.2961,0.2006
287.5932,0.8845
287.8884,0.1929
287.9951,0.8079
288.0923,0.2003
288.1828,0.9279
288.4831,0.1644
288.5799,0.7489
288.6789,0.2004
289.0054,0.8662
289.3314,0.1907
289.6261,0.8189
289.7243,0.1691
290.014,0.8082
290.687,0.167
290.7839,0.779
290.8812,0.1575
290.9844,0.8761
291.0808,0.1842
291.1767,0.7841
291.278,0.2022
291.5901,0.7359
291.8852,0.1799
291.9857,0.8678
292.0767,0.1768
292.1758,0.8642
292.4638,0.1899
292.5665,0.8498
292.6625,0.1634
292.9815,0.8098
293.0864,0.176
293.19,0.7849
293.4876,0.2041
293.7579,0.7679
294.0599,0.2013
294.1511,0.853
294.261,0.1806
294.3596,0.8703
294.455,0.1803
294.7703,0.8821
295.0791,0.1645
295.3983,0.7427
295.7192,0.1616
295.8225,0.7727
296.4647,0.1948
296.7648,0.9293
296.8665,0.1643
296.9728,0.7554
297.3009,0.1576
297.3975,0.9296
297.7255,0.1966
298.0384,0.8915
298.141,0.155
298.2397,0.7965
298.3494,0.1843
298.6412,0.7427
298.7469,0.1601
298.8525,0.8467
299.1543,0.1736
299.4498,0.7545
299.5449,0.1569
299.8685,0.7999
299.9655,0.1718
300.0735,0.7648
300.1825,0.2002
300.2841,0.8108
300.3756,0.1533
300.6505,0.8746
300.7535,0.1953
301.0692,0.7842
301.7148,0.169
301.9954,0.845
302.0871,0.165
302.3653,0.7512
302.6793,0.1879
302.7746,0.8634
303.0532,0.1561
303.1433,0.8629
303.2403,0.1899
303.5194,0.9066
303.6151,0.1739
303.7117,0.8623
303.8057,0.1613
303.8997,0.9127
304.6667,0.1959
304.7643,0.8732
305.083,0.1572
305.1745,0.8299
305.2827,0.1731
305.6008,0.8907
306.3217,0.1626
306.4123,0.885
306.5138,0.1868
306.8017,0.7207
306.9113,0.191
307.1961,0.7606
307.2896,0.1684
307.3939,0.7977
307.7012,0.167
307.8083,0.8441
307.9088,0.2051
308.1907,0.7527
308.5162,0.1984
308.6228,0.8793
308.7216,0.1819
308.817,0.7605
308.9188,0.1792
309.1986,0.76
309.4864,0.1708
309.5915,0.8253
309.6864,0.179
310.0148,0.8603
310.1159,0.1596
310.2079,0.9471
310.3021,0.1961
310.3967,0.9344
310.7177,0.1641
311.0387,0.8972
311.1407,0.1772
311.4153,0.9474
311.5228,0.201
311.8321,0.904
312.4877,0.1612
312.7794,0.7914
312.8774,0.1913
312.9711,0.8026
313.2482,0.1687
313.5736,0.9078
313.6662,0.1769
313.9891,0.8423
314.0807,0.1555
314.4008,0.7999
314.7067,0.1705
314.816,0.8463
314.9217,0.2021
315.0206,0.8255
315.118,0.1551
315.2177,0.905
315.523,0.1682
315.8327,0.7577
316.1131,0.1848
316.2076,0.9231
316.3019,0.1626
316.5781,0.8147
316.6857,0.199
316.7888,0.7995
317.0873,0.1814
317.1855,0.8791
317.2786,0.1869
317.3737,0.8291
317.4668,0.1993
317.7806,0.7233
318.096,0.1945
318.397,0.8877
318.4872,0.1942
318.5843,0.8318
318.6822,0.1794
318.7744,0.9286
